Sec_Ene_Ele_Bio_w_CCS,Sec_Ene_Ele_Bio_wo_CCS,Sec_Ene_Ele_Geo,Sec_Ene_Ele_Hyd,Sec_Ene_Ele_Solar,Sec_Ene_Ele_Win,Sec_Ene_Ele_Nuc,Sec_Ene_Ele_Gas_w_CCS,Sec_Ene_Ele_Gas_wo_CCS,Sec_Ene_Ele_Oil_w_CCS,Sec_Ene_Ele_Oil_wo_CCS,Sec_Ene_Ele_Coa_w_CCS,Sec_Ene_Ele_Coa_wo_CCS,Sec_Ene_Hyd_Bio_w_CCS,Sec_Ene_Hyd_Bio_wo_CCS,Sec_Ene_Hyd_Ele,Sec_Ene_Hyd_Gas_w_CCS,Sec_Ene_Hyd_Gas_wo_CCS,Sec_Ene_Liq_Bio_w_CCS,Sec_Ene_Liq_Bio_wo_CCS,Sec_Ene_Liq_Hyd_syn,Sec_Ene_Liq_Oil,Sec_Ene_Hyd_Solar,Sec_Ene_Hyd_Win
Sec_Ene_Ele_Bio_w_CCS,Sec_Ene_Ele_Bio_wo_CCS,Sec_Ene_Ele_Geo,Sec_Ene_Ele_Hyd,Sec_Ene_Ele_Solar,Sec_Ene_Ele_Win,Sec_Ene_Ele_Nuc,Sec_Ene_Ele_Gas_w_CCS,Sec_Ene_Ele_Gas_wo_CCS,Sec_Ene_Ele_Oil_w_CCS,Sec_Ene_Ele_Oil_wo_CCS,Sec_Ene_Ele_Coa_w_CCS,Sec_Ene_Ele_Coa_wo_CCS,Sec_Ene_Hyd_Bio_w_CCS,Sec_Ene_Hyd_Bio_wo_CCS,Sec_Ene_Hyd_Ele,Sec_Ene_Hyd_Gas_w_CCS,Sec_Ene_Hyd_Gas_wo_CCS,Sec_Ene_Liq_Bio_w_CCS,Sec_Ene_Liq_Bio_wo_CCS,Sec_Ene_Liq_Hyd_syn,Sec_Ene_Liq_Oil,Sec_Ene_Hyd_Solar,Sec_Ene_Hyd_Win
Bio_w/CCS,Bio_wo/CCS,Geothermal,Hydrogy,Solar,Wind,Nuclear,Gas_w/CCS,Gas_wo/CCS,Oil_w/CCS,Oil_wo/CCS,Coa_w/CCS,Coa_wo/CCS,Bio_w/CCS,Bio_wo/CCS,Electricity,Gas_w/CCS,Gas_wo/CCS,Bio_w/CCS,Bio_wo/CCS,Hyd_syn,Oil_w/CCS,Solar,Wind
バイオマス_CCSあり,バイオマス_CCSなし,地熱,水力,太陽光,風力,原子力,天然ガス_CCSあり,天然ガス_CCSなし,石油_CCSあり,石油_CCSなし,石炭_CCSあり,石炭_CCSなし,バイオマス_CCSあり,バイオマス_CCSなし,電力,天然ガス_CCSあり,天然ガス_CCSなし,バイオマス_CCSあり,バイオマス_CCSなし,合成燃料,石油_CCSあり,太陽光,風力
#bbffbb,#66dd66,#886644,#0022ff,#ffee22,#88ddff,#8833ff,#dd9977,#dd3300,#bbbbbb,#888888,#ddcc77,#bb8833,#bbffbb,#66dd66,#ddcc22,#dd9977,#dd3300,#bbffbb,#66dd66,#88ddff,#bbbbbb,#ffee22,#88ddff
